year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue
2016;AGH University of Science and Technology;Veterinary;None;None;None;None
2017;AGH University of Science and Technology;Veterinary;0.0;0.0;1.0;0.0
2018;AGH University of Science and Technology;Veterinary;0.0;0.0;0.0;0.0
2019;AGH University of Science and Technology;Veterinary;None;None;None;None
2020;AGH University of Science and Technology;Veterinary;0.0;0.0;0.0;0.0
2021;AGH University of Science and Technology;Veterinary;0.0;4.0;0.0;0.0
2022;AGH University of Science and Technology;Veterinary;None;None;None;None
2023;AGH University of Science and Technology;Veterinary;None;None;None;None
2012;Białystok University of Technology;Veterinary;None;None;None;None
2013;Białystok University of Technology;Veterinary;None;None;None;None
2014;Białystok University of Technology;Veterinary;None;None;None;None
2015;Białystok University of Technology;Veterinary;None;None;None;None
2016;Białystok University of Technology;Veterinary;None;None;None;None
2017;Białystok University of Technology;Veterinary;None;None;None;None
2018;Białystok University of Technology;Veterinary;None;None;None;None
2019;Białystok University of Technology;Veterinary;None;None;None;None
2020;Białystok University of Technology;Veterinary;0.0;11.0;3.0;0.0
2021;Białystok University of Technology;Veterinary;0.0;0.0;3.75;0.0
2022;Białystok University of Technology;Veterinary;0.0;3.5;1.0;0.0
2023;Białystok University of Technology;Veterinary;0.0;0.0;0.0;0.0
2012;Cracow University of Technology;Veterinary;0.0;5.0;2.0;0.0
2013;Cracow University of Technology;Veterinary;None;None;None;None
2014;Cracow University of Technology;Veterinary;None;None;None;None
2015;Cracow University of Technology;Veterinary;None;None;None;None
2016;Cracow University of Technology;Veterinary;None;None;None;None
2017;Cracow University of Technology;Veterinary;None;None;None;None
2018;Cracow University of Technology;Veterinary;None;None;None;None
2019;Cracow University of Technology;Veterinary;None;None;None;None
2020;Cracow University of Technology;Veterinary;0.0;0.0;3.0;0.0
2021;Cracow University of Technology;Veterinary;None;None;None;None
2022;Cracow University of Technology;Veterinary;0.0;0.0;1.0;0.0
2023;Cracow University of Technology;Veterinary;None;None;None;None
2012;University of Białystok;Veterinary;None;None;None;None
2013;University of Białystok;Veterinary;0.0;27.0;0.0;0.0
2014;University of Białystok;Veterinary;0.0;83.0;9.0;0.0
2015;University of Białystok;Veterinary;0.0;0.0;3.0;0.0
2016;University of Białystok;Veterinary;0.0;5.0;0.0;0.0
2017;University of Białystok;Veterinary;0.0;0.0;24.0;0.0
2018;University of Białystok;Veterinary;0.0;0.0;11.0;0.0
2019;University of Białystok;Veterinary;0.0;31.0;0.0;0.0
2020;University of Białystok;Veterinary;None;None;None;None
2021;University of Białystok;Veterinary;0.0;0.0;8.0;0.0
2022;University of Białystok;Veterinary;None;None;None;None
2023;University of Białystok;Veterinary;None;None;None;None
2012;Warsaw University of Technology;Veterinary;None;None;None;None
2013;Warsaw University of Technology;Veterinary;None;None;None;None
2014;Warsaw University of Technology;Veterinary;None;None;None;None
2015;Warsaw University of Technology;Veterinary;0.0;0.0;2.0;10.0
2016;Warsaw University of Technology;Veterinary;0.0;0.0;2.0;0.0
2017;Warsaw University of Technology;Veterinary;None;None;None;None
2018;Warsaw University of Technology;Veterinary;0.0;0.0;10.0;0.0
2019;Warsaw University of Technology;Veterinary;0.0;0.0;19.0;0.0
2020;Warsaw University of Technology;Veterinary;3.0;0.0;2.6666667;0.0
2021;Warsaw University of Technology;Veterinary;0.0;0.0;1.0;0.0
2022;Warsaw University of Technology;Veterinary;0.0;10.0;0.0;0.0
2023;Warsaw University of Technology;Veterinary;0.0;1.0;0.0;0.0
2012;Poznan University of Economics and Business;Veterinary;None;None;None;None
2013;Poznan University of Economics and Business;Veterinary;None;None;None;None
2014;Poznan University of Economics and Business;Veterinary;None;None;None;None
2015;Poznan University of Economics and Business;Veterinary;None;None;None;None
2016;Poznan University of Economics and Business;Veterinary;None;None;None;None
2017;Poznan University of Economics and Business;Veterinary;None;None;None;None
2018;Poznan University of Economics and Business;Veterinary;None;None;None;None
2019;Poznan University of Economics and Business;Veterinary;0.0;0.0;9.0;0.0
2020;Poznan University of Economics and Business;Veterinary;1.0;0.0;0.0;0.0
2021;Poznan University of Economics and Business;Veterinary;2.0;0.0;0.0;0.0
2022;Poznan University of Economics and Business;Veterinary;0.0;3.0;0.0;0.0
2023;Poznan University of Economics and Business;Veterinary;0.0;0.0;0.0;0.0
2012;AGH University of Science and Technology;Dentistry;0.0;0.0;13.0;0.0
2013;AGH University of Science and Technology;Dentistry;None;None;None;None
2014;AGH University of Science and Technology;Dentistry;None;None;None;None
2015;AGH University of Science and Technology;Dentistry;None;None;None;None
2016;AGH University of Science and Technology;Dentistry;None;None;None;None
2017;AGH University of Science and Technology;Dentistry;0.0;9.0;0.0;0.0
2018;AGH University of Science and Technology;Dentistry;2.0;0.0;1.0;0.0
2019;AGH University of Science and Technology;Dentistry;None;None;None;None
2020;AGH University of Science and Technology;Dentistry;0.0;0.0;25.0;0.0
2021;AGH University of Science and Technology;Dentistry;0.0;8.0;1.0;0.0
2022;AGH University of Science and Technology;Dentistry;0.0;0.0;0.0;0.0
2023;AGH University of Science and Technology;Dentistry;None;None;None;None
2012;Białystok University of Technology;Dentistry;0.0;0.0;1.0;0.0
2013;Białystok University of Technology;Dentistry;0.0;0.0;0.0;2.0
2014;Białystok University of Technology;Dentistry;None;None;None;None
2015;Białystok University of Technology;Dentistry;None;None;None;None
2016;Białystok University of Technology;Dentistry;None;None;None;None
2017;Białystok University of Technology;Dentistry;0.0;0.0;0.0;0.0
2018;Białystok University of Technology;Dentistry;0.0;0.0;12.333333;1.0
2019;Białystok University of Technology;Dentistry;None;None;None;None
2020;Białystok University of Technology;Dentistry;None;None;None;None
2021;Białystok University of Technology;Dentistry;0.0;1.0;0.0;0.0
2022;Białystok University of Technology;Dentistry;None;None;None;None
2023;Białystok University of Technology;Dentistry;None;None;None;None
2012;Cracow University of Technology;Dentistry;None;None;None;None
2013;Cracow University of Technology;Dentistry;None;None;None;None
2014;Cracow University of Technology;Dentistry;None;None;None;None
2015;Cracow University of Technology;Dentistry;None;None;None;None
2016;Cracow University of Technology;Dentistry;None;None;None;None
2017;Cracow University of Technology;Dentistry;None;None;None;None
2018;Cracow University of Technology;Dentistry;None;None;None;None
2019;Cracow University of Technology;Dentistry;None;None;None;None
2020;Cracow University of Technology;Dentistry;None;None;None;None
2021;Cracow University of Technology;Dentistry;None;None;None;None
2022;Cracow University of Technology;Dentistry;None;None;None;None
2023;Cracow University of Technology;Dentistry;None;None;None;None
2012;University of Białystok;Dentistry;None;None;None;None
2013;University of Białystok;Dentistry;None;None;None;None
2014;University of Białystok;Dentistry;None;None;None;None
2015;University of Białystok;Dentistry;None;None;None;None
2016;University of Białystok;Dentistry;None;None;None;None
2017;University of Białystok;Dentistry;None;None;None;None
2018;University of Białystok;Dentistry;None;None;None;None
2019;University of Białystok;Dentistry;None;None;None;None
2020;University of Białystok;Dentistry;None;None;None;None
2021;University of Białystok;Dentistry;None;None;None;None
2022;University of Białystok;Dentistry;None;None;None;None
2023;University of Białystok;Dentistry;None;None;None;None
2012;Warsaw University of Technology;Dentistry;None;None;None;None
2013;Warsaw University of Technology;Dentistry;None;None;None;None
2014;Warsaw University of Technology;Dentistry;0.0;28.0;2.0;0.0
2015;Warsaw University of Technology;Dentistry;0.0;0.0;5.0;0.0
2016;Warsaw University of Technology;Dentistry;None;None;None;None
2017;Warsaw University of Technology;Dentistry;None;None;None;None
2018;Warsaw University of Technology;Dentistry;3.090909;2.0;2.0;1.0
2019;Warsaw University of Technology;Dentistry;0.0;0.0;0.0;0.0
2020;Warsaw University of Technology;Dentistry;0.0;0.0;1.0;0.0
2021;Warsaw University of Technology;Dentistry;0.0;8.0;0.0;0.0
2022;Warsaw University of Technology;Dentistry;0.0;0.0;0.0;0.0
2023;Warsaw University of Technology;Dentistry;None;None;None;None
2012;Poznan University of Economics and Business;Dentistry;0.0;46.0;0.0;0.0
2013;Poznan University of Economics and Business;Dentistry;None;None;None;None
2014;Poznan University of Economics and Business;Dentistry;None;None;None;None
2015;Poznan University of Economics and Business;Dentistry;None;None;None;None
2016;Poznan University of Economics and Business;Dentistry;None;None;None;None
2017;Poznan University of Economics and Business;Dentistry;None;None;None;None
2018;Poznan University of Economics and Business;Dentistry;None;None;None;None
2019;Poznan University of Economics and Business;Dentistry;None;None;None;None
2020;Poznan University of Economics and Business;Dentistry;None;None;None;None
2021;Poznan University of Economics and Business;Dentistry;None;None;None;None
2022;Poznan University of Economics and Business;Dentistry;None;None;None;None
2023;Poznan University of Economics and Business;Dentistry;None;None;None;None
2012;AGH University of Science and Technology;Health Professions;2.0;10.0;17.0;0.0
2013;AGH University of Science and Technology;Health Professions;3.6666667;4.75;19.5;0.0
2014;AGH University of Science and Technology;Health Professions;0.0;7.0;16.0;0.0
2015;AGH University of Science and Technology;Health Professions;13.666667;13.4;1.0;0.0
2016;AGH University of Science and Technology;Health Professions;2.0;1.0;5.0;0.0
2017;AGH University of Science and Technology;Health Professions;2.0;10.333333;24.0;0.0
2018;AGH University of Science and Technology;Health Professions;0.0;10.222222;5.142857;0.0
2019;AGH University of Science and Technology;Health Professions;0.5;26.0;0.0;0.0
2020;AGH University of Science and Technology;Health Professions;25.0;21.333334;1.0;0.0
2021;AGH University of Science and Technology;Health Professions;6.0;11.0;4.5;0.0
2022;AGH University of Science and Technology;Health Professions;0.0;8.571428;7.0;0.0
2023;AGH University of Science and Technology;Health Professions;0.0;2.0;0.0;0.0
2012;Białystok University of Technology;Health Professions;0.0;24.0;0.0;0.0
2013;Białystok University of Technology;Health Professions;0.0;0.0;0.0;0.0
2014;Białystok University of Technology;Health Professions;0.0;9.0;0.0;0.0
2015;Białystok University of Technology;Health Professions;0.0;5.0;19.0;0.0
2016;Białystok University of Technology;Health Professions;0.0;0.0;0.0;0.0
2017;Białystok University of Technology;Health Professions;0.0;26.0;0.0;0.0
2018;Białystok University of Technology;Health Professions;None;None;None;None
2019;Białystok University of Technology;Health Professions;0.0;6.0;0.0;0.0
2020;Białystok University of Technology;Health Professions;0.0;0.0;0.0;4.0
2021;Białystok University of Technology;Health Professions;None;None;None;None
2022;Białystok University of Technology;Health Professions;None;None;None;None
2023;Białystok University of Technology;Health Professions;None;None;None;None
2012;Cracow University of Technology;Health Professions;None;None;None;None
2013;Cracow University of Technology;Health Professions;None;None;None;None
2014;Cracow University of Technology;Health Professions;None;None;None;None
2015;Cracow University of Technology;Health Professions;None;None;None;None
2016;Cracow University of Technology;Health Professions;None;None;None;None
2017;Cracow University of Technology;Health Professions;0.0;13.0;0.0;0.0
2018;Cracow University of Technology;Health Professions;None;None;None;None
2019;Cracow University of Technology;Health Professions;0.0;24.0;1.5;0.0
2020;Cracow University of Technology;Health Professions;0.0;0.0;1.0;0.0
2021;Cracow University of Technology;Health Professions;0.0;0.0;1.5;0.0
2022;Cracow University of Technology;Health Professions;None;None;None;None
2023;Cracow University of Technology;Health Professions;0.0;0.0;0.0;0.0
2012;University of Białystok;Health Professions;0.0;0.0;31.0;0.0
2013;University of Białystok;Health Professions;None;None;None;None
2014;University of Białystok;Health Professions;None;None;None;None
2015;University of Białystok;Health Professions;None;None;None;None
2016;University of Białystok;Health Professions;0.0;0.0;10.0;0.0
2017;University of Białystok;Health Professions;0.0;3.0;0.0;0.0
2018;University of Białystok;Health Professions;None;None;None;None
2019;University of Białystok;Health Professions;None;None;None;None
2020;University of Białystok;Health Professions;None;None;None;None
2021;University of Białystok;Health Professions;0.0;0.0;0.0;0.0
2022;University of Białystok;Health Professions;0.0;0.0;0.0;0.0
2023;University of Białystok;Health Professions;None;None;None;None
2012;Warsaw University of Technology;Health Professions;2.0;22.0;12.0;0.0
2013;Warsaw University of Technology;Health Professions;0.0;4.6666665;8.333333;0.0
2014;Warsaw University of Technology;Health Professions;2.0;0.0;3.8333333;1.0
2015;Warsaw University of Technology;Health Professions;1.0;5.0;6.0;7.0
2016;Warsaw University of Technology;Health Professions;18.0;21.5;4.0;0.0
2017;Warsaw University of Technology;Health Professions;1.1111112;21.75;8.5;0.0
2018;Warsaw University of Technology;Health Professions;0.0;0.0;4.0;2.5
2019;Warsaw University of Technology;Health Professions;0.0;2.5;5.0;0.0
2020;Warsaw University of Technology;Health Professions;0.0;0.0;3.125;0.0
2021;Warsaw University of Technology;Health Professions;0.0;5.6666665;1.7142857;4.0
2022;Warsaw University of Technology;Health Professions;1.0;1.0;6.25;0.0
2023;Warsaw University of Technology;Health Professions;0.0;0.0;0.0;0.0
2012;Poznan University of Economics and Business;Health Professions;None;None;None;None
2013;Poznan University of Economics and Business;Health Professions;None;None;None;None
2014;Poznan University of Economics and Business;Health Professions;None;None;None;None
2015;Poznan University of Economics and Business;Health Professions;None;None;None;None
2016;Poznan University of Economics and Business;Health Professions;None;None;None;None
2017;Poznan University of Economics and Business;Health Professions;None;None;None;None
2018;Poznan University of Economics and Business;Health Professions;None;None;None;None
2019;Poznan University of Economics and Business;Health Professions;8.0;22.0;15.5;0.0
2020;Poznan University of Economics and Business;Health Professions;0.0;26.333334;3.5;1.0
2021;Poznan University of Economics and Business;Health Professions;0.0;4.0;1.0;3.0
2022;Poznan University of Economics and Business;Health Professions;1.0;1.0;1.3333334;0.0
2023;Poznan University of Economics and Business;Health Professions;None;None;None;None
