year;universityId;subjectAreaId;InstitutionalValue;InternationalValue;NationalValue;SingleAuthorshipValue;InstitutionalPercentageValue;InternationalPercentageValue;NationalPercentageValue;SingleAuthorshipPercentageValue
2016;Poznan University of Economics and Business;Materials Science;0.0;1.0;1.0;1.0;0.0;33.333336;33.333336;33.333336
2017;Poznan University of Economics and Business;Materials Science;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0
2018;Poznan University of Economics and Business;Materials Science;3.0;0.0;4.0;2.0;33.333336;0.0;44.444447;22.222223
2019;Poznan University of Economics and Business;Materials Science;0.0;2.0;3.0;0.0;0.0;40.0;60.000004;0.0
2020;Poznan University of Economics and Business;Materials Science;2.0;5.0;2.0;2.0;18.181818;45.454548;18.181818;18.181818
2021;Poznan University of Economics and Business;Materials Science;1.0;4.0;15.0;2.0;4.5454545;18.181818;68.181816;9.090909
2022;Poznan University of Economics and Business;Materials Science;2.0;2.0;10.0;0.0;14.285715;14.285715;71.42857;0.0
2023;Poznan University of Economics and Business;Materials Science;1.0;0.0;4.0;0.0;20.0;0.0;80.0;0.0
2012;AGH University of Science and Technology;Mathematics;97.0;69.0;45.0;38.0;38.955822;27.710842;18.072289;15.261044
2013;AGH University of Science and Technology;Mathematics;63.0;85.0;38.0;37.0;28.25112;38.116592;17.040358;16.591928
2014;AGH University of Science and Technology;Mathematics;85.0;78.0;76.0;47.0;29.72028;27.272728;26.573425;16.433567
2015;AGH University of Science and Technology;Mathematics;90.0;91.0;61.0;52.0;30.612246;30.952381;20.748299;17.687075
2016;AGH University of Science and Technology;Mathematics;125.0;92.0;75.0;61.0;35.410767;26.06232;21.246458;17.280453
2017;AGH University of Science and Technology;Mathematics;102.0;133.0;41.0;65.0;29.912025;39.00293;12.02346;19.061583
2018;AGH University of Science and Technology;Mathematics;122.0;120.0;59.0;72.0;32.707775;32.171585;15.817695;19.30295
2019;AGH University of Science and Technology;Mathematics;120.0;131.0;59.0;50.0;33.333336;36.38889;16.38889;13.888889
2020;AGH University of Science and Technology;Mathematics;139.0;174.0;88.0;69.0;29.574469;37.021275;18.723404;14.680851
2021;AGH University of Science and Technology;Mathematics;193.0;178.0;142.0;75.0;32.82313;30.272108;24.14966;12.755102
2022;AGH University of Science and Technology;Mathematics;170.0;199.0;133.0;41.0;31.30755;36.64825;24.493555;7.550645
2023;AGH University of Science and Technology;Mathematics;36.0;82.0;36.0;17.0;21.052631;47.953217;21.052631;9.941521
2012;Białystok University of Technology;Mathematics;11.0;23.0;5.0;24.0;17.460318;36.50794;7.936508;38.095238
2013;Białystok University of Technology;Mathematics;25.0;19.0;7.0;21.0;34.72222;26.38889;9.722222;29.166666
2014;Białystok University of Technology;Mathematics;36.0;14.0;13.0;27.0;40.0;15.555556;14.444445;30.000002
2015;Białystok University of Technology;Mathematics;43.0;16.0;11.0;28.0;43.877552;16.32653;11.224489;28.57143
2016;Białystok University of Technology;Mathematics;44.0;29.0;20.0;35.0;34.375;22.65625;15.625;27.34375
2017;Białystok University of Technology;Mathematics;37.0;16.0;20.0;43.0;31.896553;13.793103;17.241379;37.068966
2018;Białystok University of Technology;Mathematics;41.0;22.0;22.0;41.0;32.539684;17.460318;17.460318;32.539684
2019;Białystok University of Technology;Mathematics;48.0;25.0;20.0;24.0;41.025642;21.367521;17.094017;20.512821
2020;Białystok University of Technology;Mathematics;44.0;27.0;30.0;25.0;34.920635;21.428572;23.809525;19.84127
2021;Białystok University of Technology;Mathematics;35.0;28.0;31.0;22.0;30.172413;24.13793;26.724138;18.965517
2022;Białystok University of Technology;Mathematics;31.0;41.0;35.0;22.0;24.031008;31.782946;27.131784;17.054264
2023;Białystok University of Technology;Mathematics;5.0;14.0;14.0;6.0;12.820514;35.897438;35.897438;15.384616
2012;Cracow University of Technology;Mathematics;15.0;8.0;13.0;13.0;30.612246;16.32653;26.530611;26.530611
2013;Cracow University of Technology;Mathematics;10.0;12.0;24.0;23.0;14.492753;17.391304;34.782608;33.333336
2014;Cracow University of Technology;Mathematics;24.0;15.0;18.0;8.0;36.923077;23.076923;27.692308;12.307693
2015;Cracow University of Technology;Mathematics;29.0;11.0;16.0;19.0;38.666664;14.666666;21.333334;25.333332
2016;Cracow University of Technology;Mathematics;12.0;16.0;13.0;37.0;15.384616;20.512821;16.666668;47.435898
2017;Cracow University of Technology;Mathematics;20.0;28.0;19.0;28.0;21.052631;29.473682;20.0;29.473682
2018;Cracow University of Technology;Mathematics;15.0;34.0;15.0;26.0;16.666668;37.77778;16.666668;28.88889
2019;Cracow University of Technology;Mathematics;19.0;40.0;27.0;45.0;14.503818;30.534351;20.610687;34.351147
2020;Cracow University of Technology;Mathematics;32.0;40.0;26.0;16.0;28.070175;35.08772;22.807016;14.035088
2021;Cracow University of Technology;Mathematics;41.0;50.0;42.0;31.0;25.0;30.487806;25.609756;18.90244
2022;Cracow University of Technology;Mathematics;33.0;40.0;24.0;14.0;29.72973;36.036034;21.621622;12.612613
2023;Cracow University of Technology;Mathematics;9.0;25.0;12.0;7.0;16.981133;47.16981;22.64151;13.207547
2012;University of Białystok;Mathematics;8.0;6.0;7.0;19.0;20.0;15.000001;17.5;47.5
2013;University of Białystok;Mathematics;9.0;7.0;7.0;16.0;23.076923;17.948719;17.948719;41.025642
2014;University of Białystok;Mathematics;11.0;15.0;17.0;22.0;16.923077;23.076923;26.153847;33.846153
2015;University of Białystok;Mathematics;15.0;11.0;20.0;21.0;22.38806;16.41791;29.850746;31.343285
2016;University of Białystok;Mathematics;12.0;16.0;11.0;14.0;22.64151;30.188679;20.754717;26.415094
2017;University of Białystok;Mathematics;7.0;11.0;10.0;7.0;20.0;31.428572;28.57143;20.0
2018;University of Białystok;Mathematics;15.0;25.0;12.0;3.0;27.272728;45.454548;21.818182;5.4545455
2019;University of Białystok;Mathematics;19.0;35.0;12.0;8.0;25.675674;47.297295;16.216215;10.810811
2020;University of Białystok;Mathematics;16.0;16.0;7.0;16.0;29.090908;29.090908;12.727272;29.090908
2021;University of Białystok;Mathematics;19.0;12.0;18.0;9.0;32.75862;20.689655;31.034481;15.517241
2022;University of Białystok;Mathematics;16.0;11.0;10.0;7.0;36.363636;25.0;22.727274;15.909091
2023;University of Białystok;Mathematics;3.0;2.0;2.0;2.0;33.333336;22.222223;22.222223;22.222223
2012;Warsaw University of Technology;Mathematics;99.0;67.0;85.0;90.0;29.032257;19.648094;24.926685;26.39296
2013;Warsaw University of Technology;Mathematics;94.0;78.0;77.0;87.0;27.97619;23.214285;22.916668;25.892857
2014;Warsaw University of Technology;Mathematics;119.0;108.0;95.0;76.0;29.899498;27.13568;23.869347;19.095478
2015;Warsaw University of Technology;Mathematics;106.0;92.0;88.0;79.0;29.041096;25.205479;24.109589;21.643835
2016;Warsaw University of Technology;Mathematics;171.0;103.0;115.0;79.0;36.53846;22.008547;24.572649;16.880342
2017;Warsaw University of Technology;Mathematics;129.0;149.0;96.0;71.0;28.988764;33.483143;21.573034;15.955056
2018;Warsaw University of Technology;Mathematics;143.0;100.0;83.0;57.0;37.336815;26.10966;21.671019;14.882506
2019;Warsaw University of Technology;Mathematics;127.0;133.0;99.0;52.0;30.900244;32.360096;24.087591;12.652068
2020;Warsaw University of Technology;Mathematics;98.0;117.0;88.0;73.0;26.06383;31.117022;23.404255;19.414894
2021;Warsaw University of Technology;Mathematics;113.0;120.0;168.0;55.0;24.7807;26.31579;36.842106;12.061403
2022;Warsaw University of Technology;Mathematics;110.0;145.0;127.0;51.0;25.404158;33.4873;29.330254;11.778292
2023;Warsaw University of Technology;Mathematics;40.0;41.0;31.0;5.0;34.188034;35.042736;26.495728;4.2735043
2012;Poznan University of Economics and Business;Mathematics;9.0;5.0;3.0;6.0;39.130436;21.73913;13.043478;26.086956
2013;Poznan University of Economics and Business;Mathematics;5.0;0.0;5.0;13.0;21.73913;0.0;21.73913;56.521736
2014;Poznan University of Economics and Business;Mathematics;3.0;2.0;2.0;4.0;27.272728;18.181818;18.181818;36.363636
2015;Poznan University of Economics and Business;Mathematics;4.0;8.0;3.0;9.0;16.666668;33.333336;12.5;37.5
2016;Poznan University of Economics and Business;Mathematics;2.0;7.0;0.0;5.0;14.285715;50.0;0.0;35.714287
2017;Poznan University of Economics and Business;Mathematics;8.0;7.0;3.0;17.0;22.857143;20.0;8.571429;48.57143
2018;Poznan University of Economics and Business;Mathematics;5.0;7.0;7.0;5.0;20.833332;29.166666;29.166666;20.833332
2019;Poznan University of Economics and Business;Mathematics;11.0;6.0;6.0;13.0;30.555555;16.666668;16.666668;36.11111
2020;Poznan University of Economics and Business;Mathematics;13.0;5.0;4.0;6.0;46.42857;17.857143;14.285715;21.428572
2021;Poznan University of Economics and Business;Mathematics;6.0;6.0;25.0;3.0;15.000001;15.000001;62.5;7.5000005
2022;Poznan University of Economics and Business;Mathematics;8.0;13.0;16.0;7.0;18.181818;29.545454;36.363636;15.909091
2023;Poznan University of Economics and Business;Mathematics;1.0;4.0;1.0;1.0;14.285715;57.14286;14.285715;14.285715
2012;AGH University of Science and Technology;Medicine;12.0;9.0;23.0;3.0;25.531916;19.148937;48.93617;6.382979
2013;AGH University of Science and Technology;Medicine;13.0;15.0;18.0;7.0;24.528303;28.301886;33.962265;13.207547
2014;AGH University of Science and Technology;Medicine;10.0;11.0;28.0;6.0;18.181818;20.0;50.90909;10.909091
2015;AGH University of Science and Technology;Medicine;13.0;14.0;27.0;11.0;20.0;21.538462;41.538464;16.923077
2016;AGH University of Science and Technology;Medicine;25.0;20.0;28.0;3.0;32.894737;26.31579;36.842106;3.9473681
2017;AGH University of Science and Technology;Medicine;10.0;17.0;28.0;7.0;16.129032;27.419355;45.16129;11.290322
2018;AGH University of Science and Technology;Medicine;7.0;25.0;25.0;2.0;11.864407;42.372883;42.372883;3.3898306
2019;AGH University of Science and Technology;Medicine;2.0;15.0;21.0;7.0;4.4444447;33.333336;46.666668;15.555556
2020;AGH University of Science and Technology;Medicine;5.0;21.0;22.0;1.0;10.204082;42.857143;44.897957;2.0408163
2021;AGH University of Science and Technology;Medicine;5.0;33.0;22.0;1.0;8.196721;54.098362;36.06557;1.6393442
2022;AGH University of Science and Technology;Medicine;10.0;46.0;35.0;3.0;10.638298;48.93617;37.23404;3.1914895
2023;AGH University of Science and Technology;Medicine;2.0;15.0;13.0;0.0;6.666667;50.0;43.333332;0.0
2012;Białystok University of Technology;Medicine;0.0;2.0;1.0;0.0;0.0;66.66667;33.333336;0.0
2013;Białystok University of Technology;Medicine;2.0;2.0;4.0;2.0;20.0;20.0;40.0;20.0
2014;Białystok University of Technology;Medicine;1.0;2.0;1.0;0.0;25.0;50.0;25.0;0.0
2015;Białystok University of Technology;Medicine;1.0;2.0;5.0;0.0;12.5;25.0;62.5;0.0
2016;Białystok University of Technology;Medicine;4.0;8.0;7.0;2.0;19.047619;38.095238;33.333336;9.523809
2017;Białystok University of Technology;Medicine;1.0;5.0;7.0;2.0;6.666667;33.333336;46.666668;13.333334
2018;Białystok University of Technology;Medicine;7.0;4.0;17.0;12.0;17.5;10.0;42.5;30.000002
2019;Białystok University of Technology;Medicine;2.0;9.0;11.0;1.0;8.695652;39.130436;47.826088;4.347826
2020;Białystok University of Technology;Medicine;2.0;7.0;11.0;1.0;9.523809;33.333336;52.380955;4.7619047
2021;Białystok University of Technology;Medicine;2.0;9.0;11.0;0.0;9.090909;40.909092;50.0;0.0
2022;Białystok University of Technology;Medicine;2.0;8.0;18.0;1.0;6.8965516;27.586206;62.068962;3.4482758
2023;Białystok University of Technology;Medicine;1.0;4.0;7.0;0.0;8.333334;33.333336;58.333332;0.0
2012;Cracow University of Technology;Medicine;3.0;1.0;1.0;0.0;60.000004;20.0;20.0;0.0
2013;Cracow University of Technology;Medicine;0.0;0.0;3.0;1.0;0.0;0.0;75.0;25.0
2014;Cracow University of Technology;Medicine;3.0;1.0;3.0;0.0;42.857143;14.285715;42.857143;0.0
2015;Cracow University of Technology;Medicine;1.0;2.0;10.0;0.0;7.692308;15.384616;76.92308;0.0
2016;Cracow University of Technology;Medicine;1.0;1.0;2.0;0.0;25.0;25.0;50.0;0.0
2017;Cracow University of Technology;Medicine;1.0;3.0;6.0;1.0;9.090909;27.272728;54.545456;9.090909
2018;Cracow University of Technology;Medicine;1.0;4.0;3.0;1.0;11.111112;44.444447;33.333336;11.111112
2019;Cracow University of Technology;Medicine;1.0;4.0;5.0;0.0;10.0;40.0;50.0;0.0
2020;Cracow University of Technology;Medicine;0.0;0.0;7.0;0.0;0.0;0.0;100.0;0.0
2021;Cracow University of Technology;Medicine;0.0;2.0;9.0;0.0;0.0;18.181818;81.818184;0.0
2022;Cracow University of Technology;Medicine;3.0;11.0;4.0;2.0;15.000001;55.0;20.0;10.0
2023;Cracow University of Technology;Medicine;1.0;4.0;5.0;0.0;10.0;40.0;50.0;0.0
2012;University of Białystok;Medicine;3.0;3.0;5.0;2.0;23.076923;23.076923;38.46154;15.384616
2013;University of Białystok;Medicine;3.0;4.0;6.0;0.0;23.076923;30.769232;46.153847;0.0
2014;University of Białystok;Medicine;2.0;3.0;5.0;1.0;18.181818;27.272728;45.454548;9.090909
2015;University of Białystok;Medicine;0.0;3.0;2.0;0.0;0.0;60.000004;40.0;0.0
2016;University of Białystok;Medicine;1.0;4.0;5.0;2.0;8.333334;33.333336;41.666664;16.666668
2017;University of Białystok;Medicine;1.0;4.0;7.0;0.0;8.333334;33.333336;58.333332;0.0
2018;University of Białystok;Medicine;1.0;2.0;15.0;1.0;5.263158;10.526316;78.94737;5.263158
2019;University of Białystok;Medicine;2.0;4.0;15.0;0.0;9.523809;19.047619;71.42857;0.0
2020;University of Białystok;Medicine;0.0;3.0;22.0;2.0;0.0;11.111112;81.48148;7.4074073
2021;University of Białystok;Medicine;3.0;13.0;18.0;1.0;8.571429;37.142857;51.428574;2.857143
2022;University of Białystok;Medicine;4.0;17.0;18.0;1.0;10.0;42.5;45.0;2.5
2023;University of Białystok;Medicine;0.0;3.0;6.0;1.0;0.0;30.000002;60.000004;10.0
2012;Warsaw University of Technology;Medicine;4.0;16.0;20.0;1.0;9.756097;39.024387;48.780487;2.4390242
2013;Warsaw University of Technology;Medicine;6.0;22.0;10.0;2.0;15.000001;55.0;25.0;5.0
2014;Warsaw University of Technology;Medicine;3.0;18.0;34.0;1.0;5.357143;32.142857;60.714287;1.7857144
2015;Warsaw University of Technology;Medicine;7.0;25.0;28.0;2.0;11.290322;40.322582;45.16129;3.2258062
2016;Warsaw University of Technology;Medicine;11.0;26.0;26.0;5.0;16.176472;38.235294;38.235294;7.3529415
2017;Warsaw University of Technology;Medicine;18.0;34.0;34.0;1.0;20.689655;39.08046;39.08046;1.1494253
2018;Warsaw University of Technology;Medicine;8.0;42.0;37.0;3.0;8.888889;46.666668;41.11111;3.3333335
2019;Warsaw University of Technology;Medicine;9.0;48.0;36.0;1.0;9.574469;51.06383;38.297874;1.0638298
2020;Warsaw University of Technology;Medicine;9.0;49.0;26.0;3.0;10.344828;56.321842;29.885057;3.4482758
2021;Warsaw University of Technology;Medicine;13.0;60.0;61.0;2.0;9.558824;44.11765;44.852943;1.4705882
2022;Warsaw University of Technology;Medicine;13.0;55.0;43.0;0.0;11.711712;49.54955;38.73874;0.0
2023;Warsaw University of Technology;Medicine;2.0;21.0;15.0;0.0;5.263158;55.263157;39.473686;0.0
2012;Poznan University of Economics and Business;Medicine;None;None;None;None;None;None;None;None
2013;Poznan University of Economics and Business;Medicine;0.0;0.0;1.0;0.0;0.0;0.0;100.0;0.0
2014;Poznan University of Economics and Business;Medicine;None;None;None;None;None;None;None;None
2015;Poznan University of Economics and Business;Medicine;1.0;1.0;2.0;0.0;25.0;25.0;50.0;0.0
2016;Poznan University of Economics and Business;Medicine;0.0;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0
2017;Poznan University of Economics and Business;Medicine;2.0;2.0;1.0;1.0;33.333336;33.333336;16.666668;16.666668
2018;Poznan University of Economics and Business;Medicine;1.0;2.0;0.0;0.0;33.333336;66.66667;0.0;0.0
2019;Poznan University of Economics and Business;Medicine;None;None;None;None;None;None;None;None
2020;Poznan University of Economics and Business;Medicine;0.0;4.0;5.0;1.0;0.0;40.0;50.0;10.0
2021;Poznan University of Economics and Business;Medicine;3.0;1.0;5.0;2.0;27.272728;9.090909;45.454548;18.181818
2022;Poznan University of Economics and Business;Medicine;1.0;1.0;3.0;4.0;11.111112;11.111112;33.333336;44.444447
2023;Poznan University of Economics and Business;Medicine;0.0;0.0;0.0;1.0;0.0;0.0;0.0;100.0
2012;AGH University of Science and Technology;Neuroscience;0.0;6.0;2.0;1.0;0.0;66.66667;22.222223;11.111112
2013;AGH University of Science and Technology;Neuroscience;1.0;4.0;3.0;1.0;11.111112;44.444447;33.333336;11.111112
2014;AGH University of Science and Technology;Neuroscience;2.0;1.0;5.0;2.0;20.0;10.0;50.0;20.0
2015;AGH University of Science and Technology;Neuroscience;2.0;2.0;6.0;2.0;16.666668;16.666668;50.0;16.666668
2016;AGH University of Science and Technology;Neuroscience;1.0;3.0;2.0;1.0;14.285715;42.857143;28.57143;14.285715
2017;AGH University of Science and Technology;Neuroscience;1.0;3.0;3.0;0.0;14.285715;42.857143;42.857143;0.0
2018;AGH University of Science and Technology;Neuroscience;1.0;3.0;1.0;0.0;20.0;60.000004;20.0;0.0
2019;AGH University of Science and Technology;Neuroscience;1.0;6.0;5.0;2.0;7.1428576;42.857143;35.714287;14.285715
2020;AGH University of Science and Technology;Neuroscience;1.0;3.0;4.0;0.0;12.5;37.5;50.0;0.0
2021;AGH University of Science and Technology;Neuroscience;2.0;8.0;2.0;0.0;16.666668;66.66667;16.666668;0.0
